ID|Kraj|Kod|Miasto|Ulica|NrDomu|NrLokalu|Wojewodztwo|Powiat|Gmina
A1471728|PL|39-400|Tarnobrzeg|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszynskiego]|14|5|PODKARPACKIE[]|Tarnobrzeg[]|Tarnobrzeg[]
A1471823|PL|44-200|Rybnik|ul. Jadwigi i Feliksa Białych[J.F.Bialych]|7||ŚLĄSKIE[]|Rybnik[]|Rybnik[]
A1472417|PL|31-048|Kraków|ul. św. Gertrudy[Gertrudy]|28||MAŁOPOLSKIE|Kraków|Kraków
A1475004|PL|90-368[90-950]|Łódź|ul. inż. pil.   Wigury[ul. Pilota Stanisława Wigury 2]|2[]||ŁÓDZKIE[]|Łódź[]|Łódź[]
A1475118|PL|42-217[42-200]|Częstochowa|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ul.Ks.J.Popiełuszki 2]|2[]||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1475621|PL|10-449|Olsztyn|al. marsz. Józefa  Piłsudskiego[al.M.J.Piłsudskiego 63A]|63A[]||WARMIŃSKO-MAZURSKIE[]|Olsztyn[]|Olsztyn[]
A1475741|PL|44-300|Wodzisław Śląski|ul. ks. płk Wilhelma  Kubsza[ul.ks.Kubsza 27]|27[]||ŚLĄSKIE[]|wodzisławski[]|Wodzisław Śląski[]
A1475786|PL|64-920|Piła|ul. dr Franciszka  Witaszka[ul.Dr Fr.Witaszka 2a]|2a[]||WIELKOPOLSKIE[]|pilski[]|Piła[]
A1475860|PL|91-341|Łódź|ul. św. Teresy     od Dzieciątka Jezus[ul. Teresy od Dzieciątka Jezus]|100||ŁÓDZKIE|Łódź|Łódź
A1475902|PL|09-402|Płock|ul. harc. Antolka  Gradowskiego[ul.H.A.Gradowskiego 11]|11[]||MAZOWIECKIE[]|Płock[]|Płock[]
A1475937|PL|05-830|Nadarzyn|pl. Poniatowskiego[PL.Ks.J.PONIATOWSKIEGO 5A]|5A[]||MAZOWIECKIE[]|pruszkowski[]|Nadarzyn[]
A1476148|PL|66-400|Gorzów Wielkopolski[GORZÓW WLKP.]|ul. gen. Władysława  Sikorskiego[ul. Wł. Sikorskiego 7]|7[]||LUBUSKIE[]|Gorzów Wielkopolski[]|Gorzów Wielkopolski[]
A1476418|PL|18-430|Wizna|pl. mjr Władysława  Raginisa[PL.KPT.RAGINISA 32]|32[]||PODLASKIE[]|łomżyński[]|Wizna[]
A1476499|PL|48-140|Branice|ul. Marii  Skłodowskiej Curie[UL.M.C.SKŁODOWSKIEJ 8a]|8a[]||OPOLSKIE[]|głubczycki[]|Branice[]
A1476856|PL|33-230|Szczucin|ul. Rudnickiego[UL.DR RUDNICKIEGO 4]|4[]||MAŁOPOLSKIE[]|dąbrowski[]|Szczucin[]
A1477072|PL|44-200|Rybnik|ul. Jadwigi i Feliksa Białych[ul.J.F. Białych 3]|3[]||ŚLĄSKIE[]|Rybnik[]|Rybnik[]
A1477268|PL|64-800|Chodzież|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul.Ks.Pr.St.Wyszyńskiego 4]|4[]||WIELKOPOLSKIE[]|chodzieski[]|Chodzież[]
A1477307|PL|61-894|Poznań|pl. gen. Władysława  Andersa[pl.gen.Wł.Andersa 5]|5[]||WIELKOPOLSKIE[]|Poznań[]|Poznań[]
A1477410|PL|58-500|Jelenia Góra|pl. bł. ks. kard. prym. Stefana  Wyszyńskiego[pl.Ks.Kard. S. Wyszyńskiego 35]|35[]||DOLNOŚLĄSKIE[]|Jelenia Góra[]|Jelenia Góra[]
A1477506|PL|21-400|Łuków|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul.Kard.Wyszyńskiego 21]|21[]||LUBELSKIE[]|łukowski[]|Łuków[]
A1477777|PL|70-413|Szczecin|al. św. papieża Jana Pawła II[Al.Papieża Jana Pawła II 3/4]|3/4[]||ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1477987|PL|02-781|Warszawa|ul. płk Witolda  Pileckiego[ul.Rtm.W.Pileckiego 65]|65[]||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1479298|PL|31-236|Kraków|ul. abp Zygmunta Szczęsnego Felińskiego[abp.Z.Sz.Felińskiego]|30|15|MAŁOPOLSKIE|Kraków|Kraków
A1479618|PL|32-050|Skawina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Księdza Popiełuszki]|6|38|MAŁOPOLSKIE|krakowski|Skawina
A1480292|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|9|66|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1481789|PL|50-351|Wrocław|ul. Mikołaja Sępa Szarzyńskiego[ul. Sępa-Szarzyńskiego]|34|9|DOLNOŚLĄSKIE|Wrocław|Wrocław
A1482328|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|8|11|MAŁOPOLSKIE|Kraków|Kraków
A1483650|PL|43-100|Tychy|ul. ks. bp Juliusza  Burschego[Bp.Burschego]|7||ŚLĄSKIE[]|Tychy[]|Tychy[]
A1545178|PL|42-202|Częstochowa|ul. prez. Thomasa Woodrowa Wilsona[ul. Wilsona Tomasza]|10|12|ŚLĄSKIE|Częstochowa|Częstochowa
A1600891|PL|32-050|Skawina|ul. Stanisława  Wyspiańskiego[St.Wyspiańskiego]|37||MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1601159|PL|32-566|Kwaczała|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Wyszyńskiego]|12||MAŁOPOLSKIE[]|chrzanowski[]|Alwernia[]
A1601411|PL|15-167|Białystok|ul. Władysława  Wysockiego[Wł. Wysockiego]|164||PODLASKIE[]|Białystok[]|Białystok[]
A1601612|PL|62-650|Kłodawa|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul.Kard.Wyszyńskiego]|57||WIELKOPOLSKIE[]|kolski[]|Kłodawa[]
A1601676|PL|31-341|Kraków|ul. Stanisława  Kasznicy[St.Kasznicy]|9||MAŁOPOLSKIE|Kraków|Kraków
A1601751|PL|90-212|Łódź|ul. dr Seweryna  Sterlinga[S.Sterlinga]|27|29|ŁÓDZKIE[]|Łódź[]|Łódź[]
A1603580|PL|31-543|Kraków|ul. płk Francesca  Nulla[Fr.Nullo]|33||MAŁOPOLSKIE|Kraków|Kraków
A1607091|PL|31-711[]|Kraków|ul. króla Władysława II Jagiełły[ul.Wł.Jagiełły]|8||MAŁOPOLSKIE|Kraków|Kraków
A1607197|PL|80-526|Gdańsk|ul. Zbigniewa  Cybulskiego[L.Cybulskiego]|8||POMORSKIE[]|Gdańsk[]|Gdańsk[]
A1608966|PL|32-700[]|Bochnia|ul. św. Marka[Marka]|3||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1611383|PL|33-230|Szczucin|ul. Marii  Skłodowskiej Curie[M.C.Skłodowskiej]|18||MAŁOPOLSKIE[]|dąbrowski[]|Szczucin[]
A1611748|PL|43-600[43-609]|Jaworzno|al. marsz. Józefa  Piłsudskiego[M. J. Piłsudskiego]|84|8|ŚLĄSKIE[]|Jaworzno[]|Jaworzno[]
A1611835|PL|43-100|Tychy|ul. Władysława  Hańczy[Wł. Hańczy]|21|29|ŚLĄSKIE[]|Tychy[]|Tychy[]
A1612548|PL|97-500|Radomsko[Radomsk]|ul. św. królowej Jadwigi[Królowej Jadwigi]|14|23|ŁÓDZKIE[]|radomszczański[]|Radomsko[]
A1612756|PL|37-700|Przemyśl|ul. gen. Stanisława  Maczka[gen. St. Maczka]|24||PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1612997|PL|31-234|Kraków|ul. Kazimierza  Herwina Piątka[Herwina-Piątka]|18||MAŁOPOLSKIE|Kraków|Kraków
A1613215|PL|21-100|Lubartów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J. Popiełuszki]|6|17|LUBELSKIE[]|lubartowski[]|Lubartów[]
A1613637|PL|43-331|Dankowice|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. Popiełuszki]|1||ŚLĄSKIE[]|bielski[]|Wilamowice[]
A1614179|PL|41-516[41-500]|Chorzów|ul. św. Anny[Anny]|17|1|ŚLĄSKIE[]|Chorzów[]|Chorzów[]
A1614262|PL|41-814|Zabrze|ul. płk Stanisława  Dąbka[GEN.S.DĄBKA]|7||ŚLĄSKIE|Zabrze|Zabrze
A1614343|PL|48-340|Głuchołazy|ul. Szymona  Koszyka[Sz.Koszyka]|30|7|OPOLSKIE[]|nyski[]|Głuchołazy[]
A1614858|PL|43-502|Czechowice-Dziedzice|ul. św. Barbary[ul. Barbary]|3||ŚLĄSKIE|bielski|Czechowice-Dziedzice
A1614906|PL|38-400|Krosno|ul. Stefana  Batorego[St. Batorego]|23|4|PODKARPACKIE[]|Krosno[]|Krosno[]
A1614910|PL|89-100|Nakło nad Notecią[Nakło n. Notecią]|os. króla Władysława I Łokietka[os. Wł. Łokietka]|4|25|KUJAWSKO-POMORSKIE[]|nakielski[]|Nakło nad Notecią[]
A1614924|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Wyszyńskiego]|1||MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1615332|PL|59-225|Chojnów|ul. gen. Stanisława  Maczka[S. Maczka]|2d|5|DOLNOŚLĄSKIE[]|legnicki[]|Chojnów[]
A1615389|PL|38-211[38-200]|Jabłonica||59a||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1615473|PL|20-281|Lublin|ul. króla Władysława II Jagiełły[Wł. Jagiełły]|16|25|LUBELSKIE[]|Lublin[]|Lublin[]
A1615587|PL|27-320[27-330]|Pawłowice|[Pawłowice]|41||MAZOWIECKIE[]|lipski[]|Solec nad Wisłą[]
A1616284|PL|32-433[32-443]|Lubień||368||MAŁOPOLSKIE[]|myślenicki[]|Lubień[]
A1616381|PL|37-564[37-560]|Jodłówka||371||PODKARPACKIE[]|jarosławski[]|Pruchnik[]
A1616417|PL|59-225|Chojnów|ul. gen. Władysława  Sikorskiego[Wł. Sikorskiego]|5|8|DOLNOŚLĄSKIE[]|legnicki[]|Chojnów[]
A1616479|PL|33-100|Tarnów|ul. ks. kap. hm. Ignacego Jana Skorupki[ks.Skorupki]|18||MAŁOPOLSKIE[]|Tarnów[]|Tarnów[]
A1616681|PL|32-410[32-422]|Stadniki|[Stadniki]|92||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1616796|PL|41-300|Dąbrowa Górnicza|ul. Poniatowskiego[ul. Józefa Poniatowskiego]|9|15|ŚLĄSKIE|Dąbrowa Górnicza|Dąbrowa Górnicza
A1617022|PL|41-407|Imielin|ul. Władysława  Sikorskiego[Gen. Wł. Sikorskiego]|28||ŚLĄSKIE[]|bieruńsko-lędziński[]|Imielin[]
A1617026|PL|43-100|Tychy|ul. ks. prof. Franciszka  Blachnickiego[ks. Blachnickiego]|7||ŚLĄSKIE[]|Tychy[]|Tychy[]
A1617175|PL|34-300|Żywiec|ul. ks. prał. Stanisława  Słonki[Ks.Słonki]|24||ŚLĄSKIE[]|żywiecki[]|Żywiec[]
A1618980|PL|34-600|Limanowa|ul. Władysława  Sikorskiego[Generała Sikorskiego]|19||MAŁOPOLSKIE[]|limanowski[]|Limanowa[]
A1620034|PL|87-100|Toruń|ul. księcia Świętopełka[Świętopełka]|24a|35|KUJAWSKO-POMORSKIE|Toruń|Toruń
A1620300|PL|81-881|Sopot|ul. Oskara  Kolberga[O.Kolberga]|23|21|POMORSKIE[]|Sopot[]|Sopot[]
A1620400|PL|30-399|Kraków|ul. Stanisława  Działowskiego[St.Działowskiego]|13||MAŁOPOLSKIE|Kraków|Kraków
A1620541|PL|30-397|Kraków|ul. ks. o. Jakuba  Wujka[ks.Wujka]|15||MAŁOPOLSKIE|Kraków|Kraków
A1620893|PL|11-100|Lidzbark Warmiński|ul. Stanisława  Moniuszki[S.Moniuszki]|26||WARMIŃSKO-MAZURSKIE|lidzbarski|Lidzbark Warmiński
A1620923|PL|15-349|Białystok|al. Ignacego Jana Paderewskiego[J.Paderewskiego]|8||PODLASKIE[]|Białystok[]|Białystok[]
A1621779|PL|30-010|Kraków|ul. Antoniego  Augustynka Wichury[Augustynka-Wichury]|14|40|MAŁOPOLSKIE|Kraków|Kraków
A1621848|PL|54-530|Wrocław|ul. Władysława i Jana Wardzyńskich[J.W.Wardzyńskich]|1||DOLNOŚLĄSKIE[]|Wrocław[]|Wrocław[]
A1621955|PL|90-746|Łódź|ul. kpt. Stefana  Pogonowskiego[Kpt.St.Pogonowskiego]|18|20|ŁÓDZKIE[]|Łódź[]|Łódź[]
A1622183|PL|31-352|Kraków|ul. ks. Stanisława  Truszkowskiego[Ks.S.Truszkowskiego]|12J|2|MAŁOPOLSKIE|Kraków|Kraków
A1622421|PL|31-580|Kraków|ul. Stanisławy  Wysockiej[S. WYSOCKIEJ]|2A|9|MAŁOPOLSKIE|Kraków|Kraków
A1622485|PL|30-128|Kraków|ul. Stanisława  Przybyszewskiego[S.Przybyszewskiego]|68|7|MAŁOPOLSKIE|Kraków|Kraków
A1623152|PL|31-709|Kraków|ul. króla Stanisława Augusta Poniatowskiego[St.A.Poniatowskiego]|18||MAŁOPOLSKIE|Kraków|Kraków
A1624692|PL|43-354|Czaniec|ul. kard. Karola  Wojtyły[ul. K.K.Wojtyły]|41||ŚLĄSKIE[]|bielski[]|Porąbka[]
A1624724|PL|31-234|Kraków|ul. Kazimierza  Herwina Piątka[Herwina-Piątka]|8||MAŁOPOLSKIE|Kraków|Kraków
A1626187|PL|32-064|Rudawa|ul. Stanisława  Polaczka[St.Polaczka]|5||MAŁOPOLSKIE|krakowski|Zabierzów
A1627415|PL|05-300|Mińsk Mazowiecki|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[St.Kard.Wyszyńskiego]|32/34|54|MAZOWIECKIE[]|miński[]|Mińsk Mazowiecki[]
A1628064|PL|20-607[20-670]|Lublin|ul. Konrada  Wallenroda[L. wallenroda]|11|31|LUBELSKIE[]|Lublin[]|Lublin[]
A1628069|PL|31-543|Kraków|ul. płk Francesca  Nulla[Fr.Nullo]|10|30|MAŁOPOLSKIE|Kraków|Kraków
A1628071|PL|31-279[31-278]|Kraków|ul. króla Władysława I Łokietka[Wł.Łokietka]|57b|69|MAŁOPOLSKIE|Kraków|Kraków
A1628634|PL|60-694|Poznań|os. króla Władysława II Jagiełły[os.Wł.Jagiełły]|11|16|WIELKOPOLSKIE[]|Poznań[]|Poznań[]
A1629382|PL|22-400|Zamość|ul. ks. Stanisława  Staszica[St.Staszica]|31||LUBELSKIE[]|Zamość[]|Zamość[]
A1629446|PL|30-198|Kraków|ul. prof. Stefana  Myczkowskiego[S.Myczkowskiego]|17|6|MAŁOPOLSKIE|Kraków|Kraków
A1632062|PL|18-400[18-404]|Łomża|ul. księżnej Anny[Ks.Anny]|23|41|PODLASKIE[]|Łomża[]|Łomża[]
A1632331|PL|31-519|Kraków|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks.Skorupki]|26|7|MAŁOPOLSKIE|Kraków|Kraków
A1632844|PL|39-300|Mielec|ul. ks.   Arczewskiego[Ks.H.Arczewskiego]|7||PODKARPACKIE[]|mielecki[]|Mielec[]
A1632850|PL|01-501|Warszawa|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.J.Popiełuszki]|8|83|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1633678|PL|32-500|Chrzanów|ul. dr Zdzisława  Krawczyńskiego[Profesora Krawczyńskiego]|2|25|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1634052|PL|31-048|Kraków|ul. św. Gertrudy[Gertrudy]|24|2A|MAŁOPOLSKIE|Kraków|Kraków
A1634347|PL|62-650|Kłodawa|ul. Władysława  Kapicy[Wł. Kapicy]|4|7|WIELKOPOLSKIE[]|kolski[]|Kłodawa[]
A1634520|PL|26-615[26-600]|Radom|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks. Skorupki]|5|8|MAZOWIECKIE[]|Radom[]|Radom[]
A1634532|PL|30-444|Libertów|ul. św. Floriana[Floriana]|17||MAŁOPOLSKIE|krakowski|Mogilany
A1635114|PL|32-300|Olkusz|ul. płk Francesca  Nulla[Fr. Nullo]|44c||MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A1635363|PL|30-010|Kraków|ul. Antoniego  Augustynka Wichury[ul. Augustynka-Wichury]|14|49|MAŁOPOLSKIE|Kraków|Kraków
A1635965|PL|30-397|Kraków|ul. ks. o. Jakuba  Wujka[Ks. Jakuba Wujka]|45||MAŁOPOLSKIE|Kraków|Kraków
A1636099|PL|35-328[35-310]|Rzeszów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. Jerzego Popiełuszki]|6|119|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1636149|PL|20-281|Lublin|ul. króla Władysława II Jagiełły[Wł.Jagiełły]|6|59|LUBELSKIE[]|Lublin[]|Lublin[]
A1636304|PL|27-320[27-330]|Glina|[Glina]|31||MAZOWIECKIE[]|lipski[]|Solec nad Wisłą[]
A1636509|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[os. Wł. Łokietka]|21|5|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1636655|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[os. Wł. Łokietka]|19|8|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1637274|PL|32-823|Szczepanów|ul. ks. Stanisława  Stojałowskiego[Ks. St. Stojałowskiego]|60||MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1637588|PL|39-300|Mielec|ul. płk Franciszka  Hynka[Kpt. Hynka]|3||PODKARPACKIE[]|mielecki[]|Mielec[]
A1637771|PL|32-823|Szczepanów|ul. ks. Stanisława  Stojałowskiego[Ks.St.Stojałowskiego]|26||MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1637841|PL|23-300|Janów Lubelski|ul. Wincentego  Sowy  Visa[Sowy Wincentego]|32||LUBELSKIE[]|janowski[]|Janów Lubelski[]
A1638183|PL|73-120|Chociwel|ul. gen. Jana Henryka Dąbrowskiego[H. Dąbrowskiego]|23|1|ZACHODNIOPOMORSKIE[]|stargardzki[]|Chociwel[]
A1638371|PL|97-200|Tomaszów Mazowiecki|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks. Skorupki]|10|10|ŁÓDZKIE[]|tomaszowski[]|Tomaszów Mazowiecki[]
A1639299|PL|43-100|Tychy|ul. ks. prał. Eugeniusza  Świerzego[Ks. Świerzego]|17|23|ŚLĄSKIE[]|Tychy[]|Tychy[]
A1639392|PL|27-100|Iłża|os. ks. Stanisława  Staszica[os. St. Staszica]|12|13|MAZOWIECKIE[]|radomski[]|Iłża[]
A1640783|PL|31-048|Kraków|ul. św. Gertrudy[Gertrudy]|24|6|MAŁOPOLSKIE|Kraków|Kraków
A1641053|PL|32-112[32-107]|Klimontów||314||MAŁOPOLSKIE[]|proszowicki[]|Proszowice[]
A1641108|PL|27-600|Sandomierz|ul. Stanisława  Młodożeńca[St. Młodożeńca]|8||ŚWIĘTOKRZYSKIE[]|sandomierski[]|Sandomierz[]
A1641215|PL|31-709|Kraków|ul. króla Stanisława Augusta Poniatowskiego[St.A.Poniatowskiego]|18|0|MAŁOPOLSKIE|Kraków|Kraków
A1641249|PL|38-200|Jasło|ul. ks. Stanisława  Bełcha[ks.S.Bełcha]|19||PODKARPACKIE[]|jasielski[]|Jasło[]
A1641606|PL|32-540[32-541]|Trzebinia||20||MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1641655|PL|32-540[32-541]|Trzebinia||31|17|MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1642776|PL|32-800|Brzesko|os. króla Władysława II Jagiełły[os.Wł.Jagiełły]|5|2|MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1642815|PL|38-400|Krosno|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J. Popiełuszki]|70||PODKARPACKIE[]|Krosno[]|Krosno[]
A1643107|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[os. Wł. Łokietka]|1|50|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1643136|PL|32-050|Skawina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Księdza Popiełuszki]|4|37|MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1643199|PL|34-100|Wadowice|os. Wadowity[os. M. Wadowity]|22|5|MAŁOPOLSKIE[]|wadowicki[]|Wadowice[]
A1643242|PL|32-410[32-422]|Stadniki||149|0|MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1643341|PL|32-070[32-010]|Czernichów|[Czernichów]|6||MAŁOPOLSKIE[]|krakowski[]|Czernichów[]
A1644161|PL|32-410[32-422]|Stadniki||47||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1645400|PL|30-528|Kraków|ul. św. Kingi[Kingi]|8|20|MAŁOPOLSKIE|Kraków|Kraków
A1645450|PL|32-050|Skawina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Popiełuszki]|4|71|MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1645773|PL|31-519|Kraków|ul. ks. kap. hm. Ignacego Jana Skorupki[Księdza Skorupki]|19||MAŁOPOLSKIE|Kraków|Kraków
A1645951|PL|83-032|Pszczółki|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks.Popiełuszki]|14||POMORSKIE[]|gdański[]|Pszczółki[]
A1645960|PL|37-450|Stalowa Wola|ul. Władysława  Grabskiego[Wł.Grabskiego]|38||PODKARPACKIE[]|stalowowolski[]|Stalowa Wola[]
A1647423|PL|32-651|Nowa Wieś|ul. św. Floriana[Floriana]|38||MAŁOPOLSKIE|oświęcimski|Kęty
A1648296|PL|91-341|Łódź|ul. św. Teresy     od Dzieciątka Jezus[ul. Teresy od Dzieciątka Jezus]|91||ŁÓDZKIE|Łódź|Łódź
A1649909|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Galla]|24||MAŁOPOLSKIE|Kraków|Kraków
A1650137|PL|94-053|Łódź|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.J.Popiełuszki]|41c|15|ŁÓDZKIE|Łódź|Łódź
A1650282|PL|00-546|Warszawa|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks.I.Skorupki]|5||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1650354|PL|15-113|Białystok|ul. gen. Władysława  Andersa[gen.Wł.Andersa]|38||PODLASKIE[]|Białystok[]|Białystok[]
A1650681|PL|15-879|Białystok|ul. św. Rocha[Rocha]|14A|9|PODLASKIE[]|Białystok[]|Białystok[]
A1650693|PL|47-100|Strzelce Opolskie|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[K.Wyszyńskiego]|10||OPOLSKIE[]|strzelecki[]|Strzelce Opolskie[]
A1651575|PL|02-972|Warszawa|ul. kard. prym. Augusta  Hlonda[Ks.Prymasa A.Hlonda]|10|134|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1652031|PL|27-320[27-330]|Glina|[GLINA]|44||MAZOWIECKIE[]|lipski[]|Solec nad Wisłą[]
A1652212|PL|25-341|Kielce|ul. św. Stanisława  Kostki[Św St.Kostki]|5|12|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1652884|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|4|9|MAŁOPOLSKIE|Kraków|Kraków
A1653429|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Galla]|17|9|MAŁOPOLSKIE|Kraków|Kraków
A1653487|PL|01-476|Warszawa|ul. gen. Sylwestra  Kaliskiego[GEN.S.KALISKIEGO]|25|59|MAZOWIECKIE|Warszawa|Warszawa[BEMOWO]
A1653670|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[ul.Kronikarza Galla 4/9]|4/9[]||MAŁOPOLSKIE|Kraków|Kraków
A1653850|PL|80-251|Gdańsk|ul. Stefana  Batorego[ul.S.Batorego]|28B||POMORSKIE[]|Gdańsk[]|Gdańsk[]
A1654311|PL|73-110|Stargard[STARGARD SZCZECIŃSKI]|ul. króla Władysława I Łokietka[Wł.Łokietka]|3 a||ZACHODNIOPOMORSKIE[]|stargardzki[]|Stargard[]
A1655298|PL|33-300|Nowy Sącz|ul. św. Kunegundy[Kunegundy]|8||MAŁOPOLSKIE[]|Nowy Sącz[]|Nowy Sącz[]
A1656598|PL|66-305[66-300]|Wysoka||45||LUBUSKIE|międzyrzecki|Międzyrzecz
A1656728|PL|28-300|Jędrzejów|ul. Stefana  Żeromskiego[S. ŻEROMSKIEGO]|36||ŚWIĘTOKRZYSKIE|jędrzejowski|Jędrzejów
A1656980|PL|28-400|Pińczów|ul. królowej Jadwigi[ul. Jadwigi]|3|18|ŚWIĘTOKRZYSKIE|pińczowski|Pińczów
A1657033|PL|31-514|Kraków|al. płk Władysława  Beliny Prażmowskiego[al.B.Prażmowskiego]|40|2|MAŁOPOLSKIE|Kraków|Kraków
A1657218|PL|31-543|Kraków|ul. płk Francesca  Nulla[FR.NULLO]|17|30|MAŁOPOLSKIE|Kraków|Kraków
A1657305|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|11|5|MAŁOPOLSKIE|Kraków|Kraków
A1657802|PL|37-710|Żurawica|ul. św. papieża Jana Pawła II[Ojca św. Jana Pawła II]|31||PODKARPACKIE[]|przemyski[]|Żurawica[]
A1658314|PL|08-110|Siedlce|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Stefana Wyszyńskiego]|23|5|MAZOWIECKIE[]|Siedlce[]|Siedlce[]
A1658553|PL|22-100|Chełm|ul. marsz. Józefa  Piłsudskiego[M. J. Piłsudskiego]|17|8|LUBELSKIE[]|Chełm[]|Chełm[]
A1658839|PL|32-410[32-422]|Stadniki||149||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1659310|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|7|13|MAŁOPOLSKIE|chrzanowski|Chrzanów
A1659465|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|9|44|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1659635|PL|21-100|Lubartów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. Jerzego Popiełuszki]|8|13|LUBELSKIE[]|lubartowski[]|Lubartów[]
A1660261|PL|35-328[35-323]|Rzeszów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Jerzego Popiełuszki]|22|53|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1660453|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[os. Wł. Łokietka]|14|10|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1661302|PL|32-566|Kwaczała|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Wyszyńskiego]|30||MAŁOPOLSKIE[]|chrzanowski[]|Alwernia[]
A1661735|PL|36-002[36-001]|Jasionka||911||PODKARPACKIE[]|rzeszowski[]|Trzebownisko[]
A1661836|PL|31-543|Kraków|ul. płk Francesca  Nulla[Fr.Nullo]|10|27|MAŁOPOLSKIE|Kraków|Kraków
A1662157|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|11|57|MAŁOPOLSKIE|chrzanowski|Chrzanów
