Komunikat|ID|Kod|Miejscowość|Ulica|Nr domu|Nr mieszkania|Województwo|Powiat|Gmina
Znaleziono wiele dopasowań (6): 02-983 (ul. Osowska), 04-332 (ul. Osowska), 03-799 (ul. Osowska), 03-793 (ul. Osowska), 04-882 (ul. Osowska), 01-264 (ul. Osowska)/Liczba dopasowań: 6,Miasto: Warszawa,Ulica: Osowska,  • 02-983 (ul. Osowska),  • 04-332 (ul. Osowska),  • 03-799 (ul. Osowska),  • 03-793 (ul. Osowska),  • 04-882 (ul. Osowska),  ... i 1 więcej|A1820202|04-332|WARSZAWA|Osowska|68|12|||
Znaleziono wiele dopasowań (6): 02-983 (ul. Osowska), 04-332 (ul. Osowska), 03-799 (ul. Osowska), 03-793 (ul. Osowska), 04-882 (ul. Osowska), 01-264 (ul. Osowska)/Liczba dopasowań: 6,Miasto: Warszawa,Ulica: Osowska,  • 02-983 (ul. Osowska),  • 04-332 (ul. Osowska),  • 03-799 (ul. Osowska),  • 03-793 (ul. Osowska),  • 04-882 (ul. Osowska),  ... i 1 więcej|A1794956|04-332|WARSZAWA|Osowska|68|12|MAZOWIECKIE|WARSZAWA|PRAGA-PÓŁNOC
Znaleziono wiele dopasowań [A] 2): (brak kodu) (al. Nowakowskiego Antoniego/4820353), (brak kodu) (al. Nowakowskiego Marka/4834722)/Znaleziono 2 pasujących ulic,  • al. Antoniego Nowakowskiego w Warszawa,  • al. Marka Nowakowskiego w Warszawa|A1445029|02-293|WARSZAWA|Nowakowskiego|1b||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (al. Nowakowskiego Antoniego/4820353), (brak kodu) (al. Nowakowskiego Marka/4834722)/Znaleziono 2 pasujących ulic,  • al. Antoniego Nowakowskiego w Warszawa,  • al. Marka Nowakowskiego w Warszawa|A1845290|02-293|WARSZAWA|M.Nowakowskiego|24|1|||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (rondo Przyjaźni/4800124), (brak kodu) (os. Przyjaźni/4809138)/Znaleziono 2 pasujących ulic,  • rondo Przyjaźni w Wejherowo,  • os. Przyjaźni w Wejherowo|A1448687|84-200|WEJHEROWO|Przyjaźni|1B|1|||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (rondo Wojska Polskiego/4750323), (brak kodu) (os. Wojska Polskiego/4778621)/Znaleziono 2 pasujących ulic,  • rondo Wojska Polskiego w Grodzisk Wielkopolski,  • os. Wojska Polskiego w Grodzisk Wielkopolski|A1545187|62-065|GRODZISK WIELKOPOLSKI|os.Wojska Polskiego|6|46|||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (rondo Wojska Polskiego/4750323), (brak kodu) (os. Wojska Polskiego/4778621)/Znaleziono 2 pasujących ulic,  • rondo Wojska Polskiego w Grodzisk Wielkopolski,  • os. Wojska Polskiego w Grodzisk Wielkopolski|A1723415|62-065|GRODZISK WIELKOPOLSKI|os.Wojska Polskiego 19/1|||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (rondo Wyzwolenia/4810528), (brak kodu) (os. Wyzwolenia/4824808)/Znaleziono 2 pasujących ulic,  • rondo Wyzwolenia w Turek,  • os. Wyzwolenia w Turek|A1656364|62-700|TUREK|Wyzwolenia|1|11|||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (rondo Wyzwolenia/4810528), (brak kodu) (os. Wyzwolenia/4824808)/Znaleziono 2 pasujących ulic,  • rondo Wyzwolenia w Turek,  • os. Wyzwolenia w Turek|A1798610|62-700|TUREK|Wyzwolenia|1|35|||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Dąbrowskiego/4788020), (brak kodu) (ul. Dąbrowskiego Henryka/4866000)/Znaleziono 2 pasujących ulic,  • ul. Dąbrowskiego w Polkowice,  • ul. Henryka Dąbrowskiego w Polkowice|A01785870|59-301|POLKOWICE|H. Dąbrowskiego|50||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Dębowa/4675256), (brak kodu) (ul. Dębowa/4726043)/Znaleziono 2 pasujących ulic,  • ul. Dębowa w Dąbrówka,  • ul. Dębowa w Dąbrówka|A1942403|62-070|DĄBRÓWKA|Dębowa|21|2|||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Dworcowa/4769595), (brak kodu) (ul. Dworcowa/4693237)/Znaleziono 2 pasujących ulic,  • ul. Dworcowa w Wilków,  • ul. Dworcowa w Wilków|A1681060|59-500|WILKÓW|Dworcowa|2||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Dworcowa/4769595), (brak kodu) (ul. Dworcowa/4693237)/Znaleziono 2 pasujących ulic,  • ul. Dworcowa w Wilków,  • ul. Dworcowa w Wilków|A21180446|59-500|WILKÓW|Dworcowa|27||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Dworcowa/4769595), (brak kodu) (ul. Dworcowa/4693237)/Znaleziono 2 pasujących ulic,  • ul. Dworcowa w Wilków,  • ul. Dworcowa w Wilków|A11180446|59-500|WILKÓW|DWORCOWA|27||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Kręta/4703110), (brak kodu) (ul. Kreta Józefa/4704224)/Znaleziono 2 pasujących ulic,  • ul. Kręta w Ustroń,  • ul. Józefa Kreta w Ustroń|A1791949|43-450|USTROŃ|Kreta|24||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Leśna/4721899), (brak kodu) (ul. Leśna/4725287)/Znaleziono 2 pasujących ulic,  • ul. Leśna w Jankowice,  • ul. Leśna w Jankowice|A1295451|47-300|JANKOWICE|Leśna|15|2|ŚLĄSKIE|RACIBORSKI|KUŹNIA RACIBORSKA
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Leśna/4779390), (brak kodu) (ul. Leśna/4604341)/Znaleziono 2 pasujących ulic,  • ul. Leśna w Gębice,  • ul. Leśna w Gębice|A1766339|88-300|GĘBICE|Leśna|33||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Mickiewicza/4708451), (brak kodu) (ul. Mickiewicza Adama/4662138)/Znaleziono 2 pasujących ulic,  • ul. Mickiewicza w Chałupki,  • ul. Adama Mickiewicza w Chałupki|A1637179|37-420|Chałupki|Mickiewicza|3||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Mickiewicza/4708451), (brak kodu) (ul. Mickiewicza Adama/4662138)/Znaleziono 2 pasujących ulic,  • ul. Mickiewicza w Chałupki,  • ul. Adama Mickiewicza w Chałupki|A1292116|31-420|CHAŁUPKI|Mickiewicza|28||PODKARPACKIE||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Nowa/4709096), (brak kodu) (ul. Nowa/4712804)/Znaleziono 2 pasujących ulic,  • ul. Nowa w Rudnik,  • ul. Nowa w Rudnik|A1734378|43-419|Rudnik|Nowa|4||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Osiedle/4661007), (brak kodu) (ul. Rondo/4661014)/Znaleziono 2 pasujących ulic,  • ul. Osiedle w Nisko,  • ul. Rondo w Nisko|A1416681|37-400|NISKO|ul.|1000-le||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Osiedle/4661007), (brak kodu) (ul. Rondo/4661014)/Znaleziono 2 pasujących ulic,  • ul. Osiedle w Nisko,  • ul. Rondo w Nisko|A1414795|37-400|NISKO|Ul.|1000-Le||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Polna/4600489), (brak kodu) (ul. Polna/4709217)/Znaleziono 2 pasujących ulic,  • ul. Polna w Bolesław,  • ul. Polna w Bolesław|A1255635|32-300|BOLESŁAW|Polna|2||MAŁOPOLSKIE|OLKUSKI|OLKUSZ
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Polna/4689461), (brak kodu) (ul. Polna/4716391)/Znaleziono 2 pasujących ulic,  • ul. Polna w Oleszno,  • ul. Polna w Oleszno|A1638305|78-500|Oleszno|Polna|6|17|||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Poznańska/4741723), (brak kodu) (ul. Poznańska/4567105)/Znaleziono 2 pasujących ulic,  • ul. Poznańska w Siemianice,  • ul. Poznańska w Siemianice|A1739278||SIEMIANICE|Poznańska|2||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Sadowa/4580168), (brak kodu) (ul. Sadowa/4732850)/Znaleziono 2 pasujących ulic,  • ul. Sadowa w Biała,  • ul. Sadowa w Biała|A1476745|98-350|BIAŁA|UL.RZĄDOWA 2|||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Sądowa/4632172), (brak kodu) (ul. Sadowa/4632285)/Znaleziono 2 pasujących ulic,  • ul. Sądowa w Mława,  • ul. Sadowa w Mława|A1476055|06-500|MŁAWA|UL.SĄDOWA 3|||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Słowackiego Juliusza/4741720), (brak kodu) (ul. Słowackiego Juliusza/4676973)/Znaleziono 2 pasujących ulic,  • ul. Juliusza Słowackiego w Opatów,  • ul. Juliusza Słowackiego w Opatów|A1411460||OPATÓW|ul.Słowackiego|56|c|||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Spacerowa/4846943), (brak kodu) (ul. Spacerowa/4695529)/Znaleziono 2 pasujących ulic,  • ul. Spacerowa w Rybno,  • ul. Spacerowa w Rybno|A1762658|13-200|RYBNO|Spacerowa|7||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Spacerowa/4846943), (brak kodu) (ul. Spacerowa/4695529)/Znaleziono 2 pasujących ulic,  • ul. Spacerowa w Rybno,  • ul. Spacerowa w Rybno|A1762659|13-200|RYBNO|Spacerowa|7||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Szkolna/4635842), (brak kodu) (ul. Szkolna/4653010)/Znaleziono 2 pasujących ulic,  • ul. Szkolna w Leśnica,  • ul. Szkolna w Leśnica|A1720964||LEŚNICA|ul.Szkolna 44|||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Szkolna/4652920), (brak kodu) (ul. Szkolna/4726671)/Znaleziono 2 pasujących ulic,  • ul. Szkolna w Zawada,  • ul. Szkolna w Zawada|A1661403|66-001|Zawada|Szkolna|3||||
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Wspólna/4685913), (brak kodu) (ul. Wspólna/4575048)/Znaleziono 2 pasujących ulic,  • ul. Wspólna w Psary,  • ul. Wspólna w Psary|A1837426|45-512|PSARY|Wspólna|24A||ŚLĄSKIE|BĘDZIŃSKI|PSARY
Znaleziono wiele dopasowań [A] 2): (brak kodu) (ul. Zamkowa/4690965), (brak kodu) (ul. Zamkowa/4861148)/Znaleziono 2 pasujących ulic,  • ul. Zamkowa w Podzamcze,  • ul. Zamkowa w Podzamcze|A1797192|42-400|PODZAMCZE|Zamkowa|1415|2|||
Znaleziono wiele dopasowań [A] 2): 00-003, 00-007, 00-013, 00-041, 00-054, 00-058 (ul. Jasna/4634947), 05-075 (ul. Jasna/4787086 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jasna w Warszawa,  • ul. Jasna w Warszawa|A1251655|00-950|WARSZAWA|Jasna|2|4|||
Znaleziono wiele dopasowań [A] 2): 00-003, 00-007, 00-013, 00-041, 00-054, 00-058 (ul. Jasna/4634947), 05-075 (ul. Jasna/4787086 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jasna w Warszawa,  • ul. Jasna w Warszawa|A1475023|00-950|WARSZAWA|ul.Jasna 1|||||
Znaleziono wiele dopasowań [A] 2): 00-003, 00-007, 00-013, 00-041, 00-054, 00-058 (ul. Jasna/4634947), 05-075 (ul. Jasna/4787086 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jasna w Warszawa,  • ul. Jasna w Warszawa|A1477223|00-950|WARSZAWA|ul.Jasna 1|||||
Znaleziono wiele dopasowań [A] 2): 00-003, 00-007, 00-013, 00-041, 00-054, 00-058 (ul. Jasna/4634947), 05-075 (ul. Jasna/4787086 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jasna w Warszawa,  • ul. Jasna w Warszawa|A1697297||WARSZAWA|Jasna|2|4|||
Znaleziono wiele dopasowań [A] 2): 00-009, 00-014, 00-038 (ul. Moniuszki Stanisława/4635605), 05-075 (ul. Moniuszki Stanisława/4786942 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Stanisława Moniuszki w Warszawa,  • ul. Stanisława Moniuszki w Warszawa|A1979137|00-033|WARSZAWA|Moniuszki|1a||||
Znaleziono wiele dopasowań [A] 2): 00-010, 00-015 (ul. Sienkiewicza Henryka/4634899), 05-075 (ul. Sienkiewicza Henryka/4787060 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Henryka Sienkiewicza w Warszawa,  • ul. Henryka Sienkiewicza w Warszawa|A1477042|00-944|WARSZAWA|ul.Sienkiewicza 12/14|||||
Znaleziono wiele dopasowań [A] 2): 00-048, 00-052 (ul. Mazowiecka/4646634), 05-077 (ul. Mazowiecka/4805718 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Mazowiecka w Warszawa,  • ul. Mazowiecka w Warszawa|A38992|00-926|WARSZAWA|Mazowiecka|12||ŁÓDZKIE|WIELUŃSKI|WIERZCHLAS
Znaleziono wiele dopasowań [A] 2): 00-048, 00-052 (ul. Mazowiecka/4646634), 05-077 (ul. Mazowiecka/4805718 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Mazowiecka w Warszawa,  • ul. Mazowiecka w Warszawa|A1328347|00-950|WARSZAWA|Mazowiecka|13||||
Znaleziono wiele dopasowań [A] 2): 00-092, 00-244 (ul. Hipoteczna/4639126), 05-077 (ul. Hipoteczna/4787206 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Hipoteczna w Warszawa,  • ul. Hipoteczna w Warszawa|||WARSZAWA|Hipoteczna|2||||
Znaleziono wiele dopasowań [A] 2): 00-154, 00-162, 01-023, 01-029 (ul. Dzielna/4630374), 05-075 (ul. Dzielna/4786610 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dzielna w Warszawa,  • ul. Dzielna w Warszawa|ZA1254169|00-612|WARSZAWA|Dzielna|1|43|MAZOWIECKIE|WARSZAWA|ŚRÓDMIEŚCIE
Znaleziono wiele dopasowań [A] 2): 00-154, 00-162, 01-023, 01-029 (ul. Dzielna/4630374), 05-075 (ul. Dzielna/4786610 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dzielna w Warszawa,  • ul. Dzielna w Warszawa|A1880184|03-137|WARSZAWA|Dzielna|21|3|||
Znaleziono wiele dopasowań [A] 2): 00-154, 00-162, 01-023, 01-029 (ul. Dzielna/4630374), 05-075 (ul. Dzielna/4786610 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dzielna w Warszawa,  • ul. Dzielna w Warszawa|TU1254169|00-612|WARSZAWA|Dzielna|1|43|MAZOWIECKIE|WARSZAWA|ŚRÓDMIEŚCIE
Znaleziono wiele dopasowań [A] 2): 00-172, 00-194, 01-038 (ul. Dzika/4635042), (brak kodu) (ul. Dzika/4795408 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dzika w Warszawa,  • ul. Dzika w Warszawa|A1281291|01-172|WARSZAWA|Dzika|19|23|||
Znaleziono wiele dopasowań [A] 2): 00-238, 00-241, 00-263 (ul. Długa/4635591), 05-075 (ul. Długa/4786933 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Długa w Warszawa,  • ul. Długa w Warszawa|A1268410|00-950|WARSZAWA|Długa|6||||
Znaleziono wiele dopasowań [A] 2): 00-238, 00-241, 00-263 (ul. Długa/4635591), 05-075 (ul. Długa/4786933 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Długa w Warszawa,  • ul. Długa w Warszawa|A1411442|00-950|WARSZAWA|Długa|26|28|||
Znaleziono wiele dopasowań [A] 2): 00-305, 00-312, 00-344, 00-384 (ul. Dobra/4635041), 05-075 (ul. Dobra/4795407 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dobra w Warszawa,  • ul. Dobra w Warszawa|A1346325|00-388|WARSZAWA|Dobra|8/10|9A|MAZOWIECKIE|WARSZAWA|ŚRÓDMIEŚCIE
Znaleziono wiele dopasowań [A] 2): 00-305, 00-312, 00-344, 00-384 (ul. Dobra/4635041), 05-075 (ul. Dobra/4795407 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dobra w Warszawa,  • ul. Dobra w Warszawa|A1337536|01-756|WARSZAWA|Dobra|15|21|||
Znaleziono wiele dopasowań [A] 2): 00-305, 00-312, 00-344, 00-384 (ul. Dobra/4635041), 05-075 (ul. Dobra/4795407 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dobra w Warszawa,  • ul. Dobra w Warszawa|A1446287|00-368|WARSZAWA|Dobra|6|14|||
Znaleziono wiele dopasowań [A] 2): 00-305, 00-312, 00-344, 00-384 (ul. Dobra/4635041), 05-075 (ul. Dobra/4795407 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dobra w Warszawa,  • ul. Dobra w Warszawa|A1480033|00-388|WARSZAWA|Dobra|22/24|15|||
Znaleziono wiele dopasowań [A] 2): 00-305, 00-312, 00-344, 00-384 (ul. Dobra/4635041), 05-075 (ul. Dobra/4795407 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dobra w Warszawa,  • ul. Dobra w Warszawa|A1834796|00-388|WARSZAWA|Dobra|4|39|ŚWIĘTOKRZYSKIE|JĘDRZEJOWSKI|JĘDRZEJÓW
Znaleziono wiele dopasowań [A] 2): 00-305, 00-312, 00-344, 00-384 (ul. Dobra/4635041), 05-075 (ul. Dobra/4795407 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dobra w Warszawa,  • ul. Dobra w Warszawa|S1834796|00-388|WARSZAWA|Dobra|4|39|MAZOWIECKIE|WARSZAWA|ŻOLIBORZ
Znaleziono wiele dopasowań [A] 2): 00-305, 00-312, 00-344, 00-384 (ul. Dobra/4635041), 05-075 (ul. Dobra/4795407 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dobra w Warszawa,  • ul. Dobra w Warszawa|A1362581|00-388|WARSZAWA|Dobra|4|39|MAZOWIECKIE|WARSZAWA|ŚRÓDMIEŚCIE
Znaleziono wiele dopasowań [A] 2): 00-305, 00-312, 00-344, 00-384 (ul. Dobra/4635041), 05-075 (ul. Dobra/4795407 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Dobra w Warszawa,  • ul. Dobra w Warszawa|A1938635|00-388|Warszawa|ul. Dobra|22/24|43|||
Znaleziono wiele dopasowań [A] 2): 00-328, 00-336, 00-359, 00-367 (ul. Kopernika Mikołaja/4630376), 05-075 (ul. Kopernika Mikołaja/4786617 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Mikołaja Kopernika w Warszawa,  • ul. Mikołaja Kopernika w Warszawa|A1209670|00-950|WARSZAWA|Kopernika|30||||
Znaleziono wiele dopasowań [A] 2): 00-328, 00-336, 00-359, 00-367 (ul. Kopernika Mikołaja/4630376), 05-075 (ul. Kopernika Mikołaja/4786617 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Mikołaja Kopernika w Warszawa,  • ul. Mikołaja Kopernika w Warszawa|A1238753|00-950|WARSZAWA|Kopernika|30||||
Znaleziono wiele dopasowań [A] 2): 00-328, 00-336, 00-359, 00-367 (ul. Kopernika Mikołaja/4630376), 05-075 (ul. Kopernika Mikołaja/4786617 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Mikołaja Kopernika w Warszawa,  • ul. Mikołaja Kopernika w Warszawa|A1288026|00-950|WARSZAWA|Kopernika|30||||
Znaleziono wiele dopasowań [A] 2): 00-328, 00-336, 00-359, 00-367 (ul. Kopernika Mikołaja/4630376), 05-075 (ul. Kopernika Mikołaja/4786617 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Mikołaja Kopernika w Warszawa,  • ul. Mikołaja Kopernika w Warszawa|A1429264|00-924|WARSZAWA|ul.Kopernika 36/40|||||
Znaleziono wiele dopasowań [A] 2): 00-328, 00-336, 00-359, 00-367 (ul. Kopernika Mikołaja/4630376), 05-075 (ul. Kopernika Mikołaja/4786617 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Mikołaja Kopernika w Warszawa,  • ul. Mikołaja Kopernika w Warszawa|A1915052|00-924|WARSZAWA|M.Kopernika|36|40|||
Znaleziono wiele dopasowań [A] 2): 00-477, 00-482, 00-539, 00-547, 00-549, 00-672, 00-677 (ul. Piękna/4639141), 05-075 (ul. Piękna/4787223 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Piękna w Warszawa,  • ul. Piękna w Warszawa|A1358811|00-364|WARSZAWA|Piękna|1B||||
Znaleziono wiele dopasowań [A] 2): 00-479, 00-480, 00-489, 00-490 (ul. Wiejska/4635064), (brak kodu) (ul. Wiejska/4795420 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wiejska w Warszawa,  • ul. Wiejska w Warszawa|A1445708|00-902|WARSZAWA|ul. Wiejska|6|8|||
Znaleziono wiele dopasowań [A] 2): 00-479, 00-480, 00-489, 00-490 (ul. Wiejska/4635064), (brak kodu) (ul. Wiejska/4795420 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wiejska w Warszawa,  • ul. Wiejska w Warszawa|A1841438|00-902|WARSZAWA|Wiejska|4|6/8|||
Znaleziono wiele dopasowań [A] 2): 00-479, 00-480, 00-489, 00-490 (ul. Wiejska/4635064), (brak kodu) (ul. Wiejska/4795420 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wiejska w Warszawa,  • ul. Wiejska w Warszawa|A1908700|00-902|WARSZAWA|ul. Wiejska|10||||
Znaleziono wiele dopasowań [A] 2): 00-479, 00-480, 00-489, 00-490 (ul. Wiejska/4635064), (brak kodu) (ul. Wiejska/4795420 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wiejska w Warszawa,  • ul. Wiejska w Warszawa|A1908706|00-902|WARSZAWA|Wiejska|10||||
Znaleziono wiele dopasowań [A] 2): 00-479, 00-480, 00-489, 00-490 (ul. Wiejska/4635064), (brak kodu) (ul. Wiejska/4795420 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wiejska w Warszawa,  • ul. Wiejska w Warszawa|A1908708|00-902|WARSZAWA|Wiejska|10||||
Znaleziono wiele dopasowań [A] 2): 00-479, 00-480, 00-489, 00-490 (ul. Wiejska/4635064), (brak kodu) (ul. Wiejska/4795420 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wiejska w Warszawa,  • ul. Wiejska w Warszawa|A1429640|00-902|WARSZAWA|Wiejska|10||||
Znaleziono wiele dopasowań [A] 2): 00-505, 00-519, 00-522, 00-527, 00-529, 00-684, 00-687 (ul. Wspólna/4635065), 05-075 (ul. Wspólna/4795421 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wspólna w Warszawa,  • ul. Wspólna w Warszawa|A17315||WARSZAWA|Wspolna|1|3|ŁÓDZKIE|WIELUŃSKI|WIERZCHLAS
Znaleziono wiele dopasowań [A] 2): 00-505, 00-519, 00-522, 00-527, 00-529, 00-684, 00-687 (ul. Wspólna/4635065), 05-075 (ul. Wspólna/4795421 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wspólna w Warszawa,  • ul. Wspólna w Warszawa|A40371||WARSZAWA|Wspólna|4||ŁÓDZKIE|WIELUŃSKI|WIERZCHLAS
Znaleziono wiele dopasowań [A] 2): 00-505, 00-519, 00-522, 00-527, 00-529, 00-684, 00-687 (ul. Wspólna/4635065), 05-075 (ul. Wspólna/4795421 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wspólna w Warszawa,  • ul. Wspólna w Warszawa|A21417|00-259|WARSZAWA|Wspolna|1|3|ŁÓDZKIE|WIELUŃSKI|WIERZCHLAS
Znaleziono wiele dopasowań [A] 2): 00-505, 00-519, 00-522, 00-527, 00-529, 00-684, 00-687 (ul. Wspólna/4635065), 05-075 (ul. Wspólna/4795421 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wspólna w Warszawa,  • ul. Wspólna w Warszawa|A33892|00-528|WARSZAWA|Wspólna|1|3|ŁÓDZKIE|WIELUŃSKI|WIERZCHLAS
Znaleziono wiele dopasowań [A] 2): 00-505, 00-519, 00-522, 00-527, 00-529, 00-684, 00-687 (ul. Wspólna/4635065), 05-075 (ul. Wspólna/4795421 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wspólna w Warszawa,  • ul. Wspólna w Warszawa|A1223652|00-926|WARSZAWA|Wspólna|4||||
Znaleziono wiele dopasowań [A] 2): 00-505, 00-519, 00-522, 00-527, 00-529, 00-684, 00-687 (ul. Wspólna/4635065), 05-075 (ul. Wspólna/4795421 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wspólna w Warszawa,  • ul. Wspólna w Warszawa|A1279617||WARSZAWA|Wspólna|4||||
Znaleziono wiele dopasowań [A] 2): 00-505, 00-519, 00-522, 00-527, 00-529, 00-684, 00-687 (ul. Wspólna/4635065), 05-075 (ul. Wspólna/4795421 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wspólna w Warszawa,  • ul. Wspólna w Warszawa|A1817504|00-984|WARSZAWA|Wspólna|62||||
Znaleziono wiele dopasowań [A] 2): 00-505, 00-519, 00-522, 00-527, 00-529, 00-684, 00-687 (ul. Wspólna/4635065), 05-075 (ul. Wspólna/4795421 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wspólna w Warszawa,  • ul. Wspólna w Warszawa|A1850139|00-685|WARSZAWA|Wspólna|62||||
Znaleziono wiele dopasowań [A] 2): 00-622, 00-625, 00-630, 00-632, 00-633, 00-635, 00-644 (ul. Polna/4639143), 05-075 (ul. Polna/4787224 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Polna w Warszawa,  • ul. Polna w Warszawa|A1791913||WARSZAWA|Polna|3|202|||
Znaleziono wiele dopasowań [A] 2): 00-622, 00-625, 00-630, 00-632, 00-633, 00-635, 00-644 (ul. Polna/4639143), 05-075 (ul. Polna/4787224 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Polna w Warszawa,  • ul. Polna w Warszawa|A1839070|00-638|WARSZAWA|Polna|11||||
Znaleziono wiele dopasowań [A] 2): 00-808 (ul. Platynowa/4654288), 05-077 (ul. Platynowa/4786944 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Platynowa w Warszawa,  • ul. Platynowa w Warszawa|A1609188||WARSZAWA|Platynowa|10|106|||
Znaleziono wiele dopasowań [A] 2): 00-838, 00-850 (ul. Prosta/4653991), 05-075 (ul. Prosta/4796036 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Prosta w Warszawa,  • ul. Prosta w Warszawa|A1723902||WARSZAWA|ul.Prosta 51|||||
Znaleziono wiele dopasowań [A] 2): 01-014, 01-149, 01-156, 01-179, 01-191, 01-198 (ul. Żytnia/4667431), 05-075 (ul. Żytnia/4805711 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Żytnia w Warszawa,  • ul. Żytnia w Warszawa|A1623593|01-356|WARSZAWA|Żytnia|18a||||
Znaleziono wiele dopasowań [A] 2): 01-044 (ul. Spokojna/4651146), 05-075 (ul. Spokojna/4786637 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Spokojna w Warszawa,  • ul. Spokojna w Warszawa|A11620452||WARSZAWA|Spokojna|5||||
