STATUS;MIEJSCOWOŒÆ;ULICA;NUMERY;GMINA;POWIAT;WOJEWÓDZTWO;POPRZEDNIO;TERAZ
-;£ódŸ (£ódŸ-Widzew);Serpentyna;;£ódŸ;£ódŸ;³ódzkie;92-005;
-;£ódŸ (£ódŸ-Widzew);Stanis³awa Czernika;1/3-7(n);£ódŸ;£ódŸ;³ódzkie;92-538;
+;£ódŸ (£ódŸ-Widzew);Stanis³awa Czernika;1-7(n);£ódŸ;£ódŸ;³ódzkie;;92-538
-;£u¿na;;2-656, 137-667(n), 576-1340(p), 673-1339(n), 675-1326;£u¿na;gorlicki;ma³opolskie;38-322;
-;£u¿na;;669-671(n);£u¿na;gorlicki;ma³opolskie;38-222;
+;£u¿na;;;£u¿na;gorlicki;ma³opolskie;;38-322
#;Ma³achów (wieœ);;;Koñskie;konecki;œwiêtokrzyskie;26-220;26-200
#;Ma³achów (wieœ);;;Koñskie;konecki;œwiêtokrzyskie;26-200;26-220
+;Mieszkowo;Graniczna;;Piaseczno;piaseczyñski;mazowieckie;;05-504
+;Mieszkowo;Jagódki;;Piaseczno;piaseczyñski;mazowieckie;;05-504
+;Mieszkowo;Malinowa;;Piaseczno;piaseczyñski;mazowieckie;;05-503
+;Mieszkowo;Pod Grusz¹;;Piaseczno;piaseczyñski;mazowieckie;;05-503
+;Mieszkowo;S³onecznej Polany;;Piaseczno;piaseczyñski;mazowieckie;;05-504
+;Mieszkowo;Szklarniowa;;Piaseczno;piaseczyñski;mazowieckie;;05-503
+;Mieszkowo;Traktowa;;Piaseczno;piaseczyñski;mazowieckie;;05-503
+;Mieszkowo;Ustronie;;Piaseczno;piaseczyñski;mazowieckie;;05-503
+;Mieszkowo;Zdrojowa;;Piaseczno;piaseczyñski;mazowieckie;;05-503
-;Mieszkowo;;;Piaseczno;piaseczyñski;mazowieckie;05-503;
+;Miko³ów;Akacjowa;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;Astrów;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;Baziowa;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Botaniczna;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;Brzozowa;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Bzów;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Chabrów;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Chudowska;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;Cicha;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Cienista;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Cyprysów;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;Czereœniowa;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Dolina Jamny;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Dworcowa;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;Dworska;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;Dzwonkowa;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Go³êbia;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;GoŸdzików;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Grabowa;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Graniczna;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Gustawa Morcinka;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Henryka Sienkiewicza;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Irysów;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;Jagodowa;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Jana Brzechwy;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Janiny Poraziñskiej;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Jasna;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Je¿ynowa;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;Józefa Wieczorka;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Kalinowa;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;Kolonia Huta;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;Konstantego Wolnego;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;Kosów;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;Krêta;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;ks. Franciszka Górka;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;KuŸnicka;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;Kwiatowa;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;Leœna;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Ludwika Spyry;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;£¹czna;;Miko³ów;miko³owski;œl¹skie;;43-195
+;Miko³ów;Marii Konopnickiej;;Miko³ów;miko³owski;œl¹skie;;43-190
+;Miko³ów;Wojciecha Korfantego;;Miko³ów;miko³owski;œl¹skie;;43-196
+;Miko³ów;ródlana;;Miko³ów;miko³owski;œl¹skie;;43-195
-;Miko³ów (Borowa Wieœ);Go³êbia;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Borowa Wieœ);Graniczna;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Bujaków);Cyprysów;;Miko³ów;miko³owski;œl¹skie;43-196;
-;Miko³ów (Bujaków);Dworcowa;;Miko³ów;miko³owski;œl¹skie;43-196;
-;Miko³ów (Bujaków);Dworska;;Miko³ów;miko³owski;œl¹skie;43-196;
-;Miko³ów (Bujaków);Kalinowa;;Miko³ów;miko³owski;œl¹skie;43-196;
-;Miko³ów (Bujaków);Konstantego Wolnego;;Miko³ów;miko³owski;œl¹skie;43-196;
-;Miko³ów (Bujaków);Ks. Franciszka Górka;;Miko³ów;miko³owski;œl¹skie;43-196;
-;Miko³ów (Bujaków);Ludwika Spyry;;Miko³ów;miko³owski;œl¹skie;43-196;
-;Miko³ów (Kamionka);Cicha;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Cienista;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Czereœniowa;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Dolina Jamny;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Dzwonkowa;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);GoŸdzików;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Grabowa;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Gustawa Morcinka;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Jagodowa;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Jana Brzechwy;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Janiny Poraziñskiej;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Józefa Wieczorka;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Kamionka);Leœna;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Mokre);Irysów;;Miko³ów;miko³owski;œl¹skie;43-195;
-;Miko³ów (Mokre);Je¿ynowa;;Miko³ów;miko³owski;œl¹skie;43-195;
-;Miko³ów (Mokre);Kolonia Huta;;Miko³ów;miko³owski;œl¹skie;43-195;
-;Miko³ów (Mokre);Kosów;;Miko³ów;miko³owski;œl¹skie;43-195;
-;Miko³ów (Mokre);Krêta;;Miko³ów;miko³owski;œl¹skie;43-195;
-;Miko³ów (Mokre);KuŸnicka;;Miko³ów;miko³owski;œl¹skie;43-195;
-;Miko³ów (Mokre);Kwiatowa;;Miko³ów;miko³owski;œl¹skie;43-195;
-;Miko³ów (Mokre);£¹czna;;Miko³ów;miko³owski;œl¹skie;43-195;
-;Miko³ów (Reta Œmi³owicka);Jasna;;Miko³ów;miko³owski;œl¹skie;43-190;
-;Miko³ów (Reta Œmi³owicka);Marii Konopnickiej;;Miko³ów;miko³owski;œl¹skie;43-190;
+;M³oszowa;;;Trzebinia;chrzanowski;ma³opolskie;;32-540
+;Mys³owice;Cytrynowa;;Mys³owice;Mys³owice;œl¹skie;;41-404
+;Mys³owice;Nowochrzanowska;;Mys³owice;Mys³owice;œl¹skie;;41-404
+;Mys³owice;Nowy Œwiat;;Mys³owice;Mys³owice;œl¹skie;;41-400
+;Mys³owice;Obrze¿na Zachodnia;;Mys³owice;Mys³owice;œl¹skie;;41-400
+;Mys³owice;Piotra Korusa;;Mys³owice;Mys³owice;œl¹skie;;41-404
+;Myœlachowice;;;Trzebinia;chrzanowski;ma³opolskie;;32-543
+;Narol-Wieœ;;;Narol;lubaczowski;podkarpackie;;37-610
-;Nowa S³upia (Œwiêty Krzy¿);;;Nowa S³upia;kielecki;œwiêtokrzyskie;26-006;
#;Nowe Krzewo;;;Zawady;bia³ostocki;podlaskie;16-080;16-075
#;Olsztyn;Edwarda Abramowskiego;1-DK;Olsztyn;Olsztyn;warmiñsko-mazurskie;10-763;10-241
#;Olsztyn;Edwarda Abramowskiego;1-DK;Olsztyn;Olsztyn;warmiñsko-mazurskie;10-241;10-763
+;Olsztyn;Jana Kochanowskiego;;Olsztyn;czêstochowski;œl¹skie;;42-256
+;Olsztyn;Kazimierza Wielkiego;;Olsztyn;czêstochowski;œl¹skie;;42-256
+;Olsztyn;Ksiêcia Jerzego Lubomirskiego;;Olsztyn;czêstochowski;œl¹skie;;42-256
+;Olsztyn;Morelowa;;Olsztyn;czêstochowski;œl¹skie;;42-256
-;Olsztyn;Œw. Franciszka z Asy¿u;1-3(n);Olsztyn;Olsztyn;warmiñsko-mazurskie;10-358;
+;Olsztyn;Œw. Franciszka z Asy¿u;1-9(n);Olsztyn;Olsztyn;warmiñsko-mazurskie;;10-358
+;Olsztyn;Truskawkowa;;Olsztyn;Olsztyn;warmiñsko-mazurskie;;10-316
+;Olsztyn;Tulipanowa;;Olsztyn;czêstochowski;œl¹skie;;42-256
+;Olsztyn;Turystyczna;;Olsztyn;czêstochowski;œl¹skie;;42-256
+;Olsztyn;Wodoci¹gowa;;Olsztyn;czêstochowski;œl¹skie;;42-256
+;Olsztyn;Wspólna;;Olsztyn;czêstochowski;œl¹skie;;42-256
+;Opole;ks. dr. Zygmunta Nabzdyka;;Opole;Opole;opolskie;;45-763
+;Opole;Per³owa;;Opole;Opole;opolskie;;45-920
+;Opole;Potokowa;;Opole;Opole;opolskie;;45-771
+;Opole;Turmalinowa;;Opole;Opole;opolskie;;45-920
+;Orzesze;Fio³kowa;;Orzesze;miko³owski;œl¹skie;;43-186
+;Orzesze;Kryszta³owa;;Orzesze;miko³owski;œl¹skie;;43-187
+;Orzesze;Lisów;;Orzesze;miko³owski;œl¹skie;;43-186
+;Orzesze;Logistyków;;Orzesze;miko³owski;œl¹skie;;43-188
+;Orzesze;M³yñska;;Orzesze;miko³owski;œl¹skie;;43-180
+;Orzesze;Topolowa;;Orzesze;miko³owski;œl¹skie;;43-186
#;Ostro³êka;ks. bp. Ignacego Krasickiego;1-DK;Ostro³êka;Ostro³êka;mazowieckie;07-417;07-409
#;Ostro³êka;ks. bp. Ignacego Krasickiego;1-DK;Ostro³êka;Ostro³êka;mazowieckie;07-409;07-417
+;Paportno-Sopotnik;;;Fredropol;przemyski;podkarpackie;;37-743
+;Piaseczno;Hajduczka;;Piaseczno;piaseczyñski;mazowieckie;;05-500
+;Piaseczno;Koszykowa;;Piaseczno;piaseczyñski;mazowieckie;;05-500
+;Piaseczno;Zacisze;;Piaseczno;piaseczyñski;mazowieckie;;05-500
+;Pi³a Koœcielecka;;;Trzebinia;chrzanowski;ma³opolskie;;32-540
+;Piotrowice;;;Jedlnia-Letnisko;radomski;mazowieckie;;26-630
+;P³oki;;;Trzebinia;chrzanowski;ma³opolskie;;32-543
#;Podole-Górowa;;65;Gródek nad Dunajcem;nowos¹decki;ma³opolskie;33-331;33-314
-;Poznañ (Poznañ-Grunwald);Duszna;;Poznañ;Poznañ;wielkopolskie;60-208;
+;Poznañ (Poznañ-Grunwald);Kolejowa;1/3-5, 51-57;Poznañ;Poznañ;wielkopolskie;;60-715
-;Poznañ (Poznañ-Grunwald);Kolejowa;1-5, 51-57;Poznañ;Poznañ;wielkopolskie;60-715;
-;Poznañ (Poznañ-Je¿yce);Maksymiliana Jackowskiego;30-50(p);Poznañ;Poznañ;wielkopolskie;60-512;
+;Poznañ (Poznañ-Je¿yce);Maksymiliana Jackowskiego;30-50(p), 45a-45d;Poznañ;Poznañ;wielkopolskie;;60-512
+;Poznañ (Poznañ-Nowe Miasto);Zofii Micha³kiewicz;;Poznañ;Poznañ;wielkopolskie;;61-249
-;Poznañ (Poznañ-Stare Miasto);Stary Rynek;85-100, 89/90-97/100(n);Poznañ;Poznañ;wielkopolskie;61-773;
+;Poznañ (Poznañ-Stare Miasto);Stary Rynek;85-100, 89/90-97/98(n);Poznañ;Poznañ;wielkopolskie;;61-773
+;Psary;;;Trzebinia;chrzanowski;ma³opolskie;;32-545
+;Radom;Andrzeja Struga;2-35, 40/42-42(p), 52-60(p);Radom;Radom;mazowieckie;;26-610
-;Radom;Andrzeja Struga;2-35, 40-42(p), 52-60(p);Radom;Radom;mazowieckie;26-610;
#;Roztoka-Brzeziny;;62-63;Gródek nad Dunajcem;nowos¹decki;ma³opolskie;33-331;33-314
-;Ruda Œl¹ska;Arki Bo¿ka;;Ruda Œl¹ska;Ruda Œl¹ska;œl¹skie;41-711;
-;Ruda Œl¹ska;Obroñców Pokoju;;Ruda Œl¹ska;Ruda Œl¹ska;œl¹skie;41-711;
+;Ruda Œl¹ska;Pokoju;1-22;Ruda Œl¹ska;Ruda Œl¹ska;œl¹skie;;41-709
+;Ruda Œl¹ska;Pokoju;1-DK;Ruda Œl¹ska;Ruda Œl¹ska;œl¹skie;;41-711
-;Ruda Œl¹ska;Pokoju;;Ruda Œl¹ska;Ruda Œl¹ska;œl¹skie;41-709;
+;Rybnik;Józefa Poloka;;Rybnik;Rybnik;œl¹skie;;44-200
#;Rybnik;Ró¿ana;1-DK;Rybnik;Rybnik;œl¹skie;44-251;44-200
#;Rybnik;Ró¿ana;1-DK;Rybnik;Rybnik;œl¹skie;44-200;44-251
+;Rzeszów;al. prof. Adama Krzy¿anowskiego;1-7(n), 11-18, 14-22(p), 26-52(p);Rzeszów;Rzeszów;podkarpackie;;35-329
+;Rzeszów;al. prof. Adama Krzy¿anowskiego;4a-8(p), 24-24a;Rzeszów;Rzeszów;podkarpackie;;35-328
-;Rzeszów;al. prof. Adama Krzy¿anowskiego;;Rzeszów;Rzeszów;podkarpackie;35-329;
-;Rzeszów;Artura Grottgera;2-10(p);Rzeszów;Rzeszów;podkarpackie;35-068;
+;Rzeszów;Artura Grottgera;2-12(p);Rzeszów;Rzeszów;podkarpackie;;35-068
+;Rzeszów;Husarska;1-2;Rzeszów;Rzeszów;podkarpackie;;35-202
+;Rzeszów;Husarska;3-15(n), 6-20(p);Rzeszów;Rzeszów;podkarpackie;;35-242
-;Rzeszów;Husarska;;Rzeszów;Rzeszów;podkarpackie;35-242;
+;Rzeszów;Jana Dekerta;1-5(n), 2;Rzeszów;Rzeszów;podkarpackie;;35-030
+;Rzeszów;Jana Dekerta;4-6(p);Rzeszów;Rzeszów;podkarpackie;;35-061
-;Rzeszów;Jana Dekerta;;Rzeszów;Rzeszów;podkarpackie;35-030;
-;Rzeszów;Jaros³awa D¹browskiego;10-33a, 25-71(n), 44-62a(p);Rzeszów;Rzeszów;podkarpackie;35-036;
+;Rzeszów;Jaros³awa D¹browskiego;10-72b, 44-82(p);Rzeszów;Rzeszów;podkarpackie;;35-036
-;Rzeszów;Jaros³awa D¹browskiego;66-70(p), 72-83, 85-89(n);Rzeszów;Rzeszów;podkarpackie;35-040;
+;Rzeszów;Jaros³awa D¹browskiego;73-89(n);Rzeszów;Rzeszów;podkarpackie;;35-040
+;Rzeszów;Kosynierów;1-25(n), 9-15;Rzeszów;Rzeszów;podkarpackie;;35-242
-;Rzeszów;Kosynierów;1-25(n), 9-16;Rzeszów;Rzeszów;podkarpackie;35-242;
+;Rzeszów;Kosynierów;2-4(p), 16-22(p);Rzeszów;Rzeszów;podkarpackie;;35-202
-;Rzeszów;Kosynierów;2-4(p), 18-22(p);Rzeszów;Rzeszów;podkarpackie;35-202;
+;Rzeszów;W³adys³awa Broniewskiego;2-34(p);Rzeszów;Rzeszów;podkarpackie;;35-206
-;Rzeszów;W³adys³awa Broniewskiego;2-34(p), 4-6;Rzeszów;Rzeszów;podkarpackie;35-206;
#;Siemianowice Œl¹skie;Bohaterów Westerplatte;1-DK;Siemianowice Œl¹skie;Siemianowice Œl¹skie;œl¹skie;41-100;41-106
#;Siemianowice Œl¹skie;Bohaterów Westerplatte;1-DK;Siemianowice Œl¹skie;Siemianowice Œl¹skie;œl¹skie;41-106;41-100
#;Skorzêcin;;;Witkowo;gnieŸnieñski;wielkopolskie;62-215;62-230
-;S³upsk;11 Listopada;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Adama Mickiewicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Akacjowa;1-37(n), 1-DK, 6-26(p), 41-47(n);S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;al. 3-go Maja;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;al. Francesco Nullo;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;al. Henryka Sienkiewicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Aleksandry Trzeciak;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Andrzeja Struga;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Andrzeja Zauchy;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Anny Gryfitki;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Anny £ajming;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Anny Walentynowicz;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Antoniego Madaliñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Arkadego Fiedlera;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Armii Krajowej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Artura Grottgera;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ba³tycka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Batalionów Ch³opskich;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Bitwy Warszawskiej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Bogus³awa X;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Bohaterów Westerplatte;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Boles³awa Chrobrego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Boles³awa Krzywoustego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Boles³awa Limanowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Boles³awa Prusa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Borówkowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Braci Gierymskich;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Braci Staniuków;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Bronis³awa Czecha;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Brzozowa;1-DK, 16-24(p);S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Bukowa;1-DK, 10-12a(p), 64-76a(p);S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Cecorska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Chocimska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Cicha;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Cienista;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Cisowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Cypriana Kamila Norwida;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Czes³awa Niemena;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;D¹brówki;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Deotymy;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Dêbowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;D³uga;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Dominikañska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;dr med. Kazimierza Fr¹ckowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;dra Alfonsa Modrzejewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;dra Edmunda Biernackiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;dra Jana Gellerta;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Drewniana;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Drzyma³y;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Edwarda £ady-Cybulskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Elizy Orzeszkowej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Eugeniusza Lokajskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Eugeniusza Paukszty;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Fabryczna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Filmowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Franciszka Szafranka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Frycza Modrzewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Fryderyka Chopina;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Gabriela Narutowicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Gajowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Garncarska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Gdañska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Gdyñska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;gen. Dezyderego Ch³apowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;gen. Józefa Dwernickiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;gen. Kazimierza Pu³askiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Gen. W³adys³awa Andersa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;gen. W³adys³awa Sikorskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Genera³a Henryka Dembiñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Genera³a Józefa Ch³opickiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Genera³a Józefa Sowiñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Genera³a Józefa Zaj¹czka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Genera³a Micha³a Sokolnickiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;"Genera³a Stefana Roweckiego ""GROTA""";;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Genera³a Tadeusza Bora-Komorowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;G³ogowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Górna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Grodzka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Grunwaldzka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Grzybowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Gustawa Morcinka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Hanki Ordonówny;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Heleny Marusarzówny;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Henryka Jordana;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Henryka Pobo¿nego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Henryka Wieniawskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Hubalczyków;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ignacego Bogdanowicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ignacego Daszyñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ignacego Jana Paderewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ignacego £ukasiewicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ignacego Pr¹dzyñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jacka Malczewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jagielloñska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ja³owcowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Bauera;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana D³ugosza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Druyffa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Kasprowicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Kazimierza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Kiepury;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Kiliñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Kochanowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Kozietulskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Matejki;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Nowaka-Jeziorañskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Ostroroga;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Paw³a II;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Posmykiewicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Sobieskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jana Zamojskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Janusza Kusociñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jaros³awa Iwaszkiewicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jarzêbinowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jasna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jaœminowa;1-DK, 51-63(n);S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jaworowa;;S³upsk;S³upsk;pomorskie;76-200;
